Textfile,Determination_Year,Sub_Header,Sub_Section,Cond_Category,EScore
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-3.txt,2017,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any landowner of privatelyowned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with DPI Water and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-3.txt,2017,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-13.txt,2017,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with DPI Water and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-13.txt,2017,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-5594-MOD-1.txt,2017,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with DPIWater and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/SSD-5594-MOD-1.txt,2017,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-5594-MOD-2.txt,2017,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with DPIWater and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/SSD-5594-MOD-2.txt,2017,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-6.txt,2017,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any landowner of privatelyowned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with DPI Water and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-6.txt,2017,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-5.txt,2017,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any owner of privatelyowned land whose water supply is adversely and directly impacted other than a negligible impact as a result of the project in consultation with DPI and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-5.txt,2017,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-7.txt,2017,Baseflow Offsets, The Proponent must offset the loss of any baseflow to the surrounding watercourses andor associated creeks caused by the project to the satisfaction of the Secretary.  ,2,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-7.txt,2017,Compensatory Water Supply, The Proponent must provide compensatory water supply to any landowner of privatelyowned land whose water entitlements are impacted other than an impact that is negligible as a result of the project in consultation with DPI Water and to the satisfaction of the Secretary.  ,2,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-7.txt,2017,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-7.txt,2017,Baseflow Offsets, The Proponent must offset the loss of any baseflow to the surrounding watercourses andor associated creeks caused by the project to the satisfaction of the Secretary.  ,2,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-7.txt,2017,Compensatory Water Supply, The Proponent must provide compensatory water supply to any landowner of privatelyowned land whose water entitlements are impacted other than an impact that is negligible as a result of the project in consultation with DPI Water and to the satisfaction of the Secretary.  ,2,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-7.txt,2017,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent in quality and volume to the loss attributed to the project unless otherwise agreed with the landowner. ,2,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-3.txt,2017,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-3.txt,2017,Water Management Plan,This plan must be prepared in consultation with OEH DPI Water and North West LLS by suitably qualified and experienced persons whose appointment has been approved by the Secretary and be submitted to the Secretary for approval prior to the commencement of construction.   ,3,0.357
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960-MOD-1.txt,2017,Water Management Plan, The Applicant must prepare a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960-MOD-1.txt,2017,Water Management Plan, a plan to respond to any exceedances of the groundwater assessment criteria. ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-13.txt,2017,Water Management Plan,The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP10_0015-Mod-3.txt,2017,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP10_0015-Mod-3.txt,2017,Water Management Plan, a plan to respond to any exceedances of the performance criteria and mitigate andor offset any adverse groundwater impacts.   ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-MOD-2.txt,2017,Water Management Plan, The Applicant shall prepare a Water Management Plan for the surface facilities sites to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-MOD-2.txt,2017,Water Management Plan,This plan must be prepared in consultation with DPI Water and EPA by suitably qualified and experienced persons whose appointment has been endorsed by the Secretary and submitted to the Secretary for approval within 6 months of the date of this consent. ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/SSD-5594-MOD-1.txt,2017,Water Management Plan,The Applicant shall prepare and implement a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-8.txt,2017,Site Water Management Plan, The Proponent must prepare and a Site Water Management Plan for the project to the satisfaction of the Secretary.  ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-8.txt,2017,Site Water Management Plan, a Surface and Ground Water Response Plan.  ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-8.txt,2017,Site Water Balance, reporting procedures and b investigate and describe measures to minimise water use by the project.  ,3,0.7
